@relation sentiment
@attribute 1st_person numeric
@attribute 2nd_person numeric
@attribute 3nd_person numeric
@attribute coord_conj numeric
@attribute past_verb numeric
@attribute  future_verb numeric
@attribute  comma numeric
@attribute colon numeric
@attribute dash numeric
@attribute parenthesis numeric
@attribute ellipses numeric
@attribute common_noun numeric
@attribute  proper_nouns numeric
@attribute adverbs numeric
@attribute wh_words numeric
@attribute slang numeric
@attribute upper numeric
@attribute all_length numeric
@attribute no_punc_length numeric
@attribute num_of_sent numeric
@attribute class {pos, neg}

@data
0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,1,0,5.5,5.0,2,neg
1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,4.66666666667,3.66666666667,3,neg
2,0,0,0,0,0,0,0,0,0,0,5,0,2,0,1,0,6.5,5.5,2,neg
1,1,0,0,0,0,0,0,0,0,1,5,1,1,0,2,0,7.0,5.0,2,neg
2,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,7.0,6.5,2,neg
0,0,1,0,1,0,0,0,0,0,0,6,0,1,0,2,0,6.5,5.5,2,neg
0,0,1,0,0,0,1,0,0,0,0,5,0,0,0,1,0,5.5,4.5,2,neg
0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,3.33333333333,2.33333333333,3,neg
0,0,0,0,2,0,0,0,0,0,3,6,1,0,0,1,0,9.0,7.0,2,neg
6,0,1,0,2,0,0,0,0,0,2,3,0,3,1,2,0,8.0,6.5,4,neg
5,0,0,3,1,0,0,0,0,0,0,5,0,2,1,1,0,7.5,6.75,4,neg
2,0,0,0,0,0,1,0,1,0,0,7,0,4,0,1,0,8.66666666667,6.33333333333,3,neg
1,0,0,0,0,0,1,0,0,0,1,8,0,1,1,1,0,7.25,6.25,4,neg
0,0,0,1,0,0,1,2,0,0,0,6,1,0,0,1,0,7.5,4.5,2,neg
1,0,0,0,1,0,0,0,0,0,0,5,0,1,0,3,0,4.33333333333,3.33333333333,3,neg
3,0,0,1,0,1,1,0,0,0,0,7,1,2,0,2,0,14.0,11.5,2,neg
1,2,0,0,1,0,0,0,0,0,0,6,0,0,0,1,0,7.5,7.0,2,neg
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2.33333333333,1.33333333333,3,neg
0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,1,0,4.33333333333,3.66666666667,3,neg
0,0,0,0,0,0,0,0,2,0,0,18,2,0,0,1,0,13.0,11.0,2,neg
2,0,0,0,0,0,1,0,0,0,0,6,0,2,0,1,0,8.0,6.66666666667,3,neg
4,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,7.0,6.0,2,neg
0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,1,0,4.5,3.75,4,neg
2,0,1,1,2,0,0,0,0,0,0,5,0,1,0,1,0,10.0,9.5,2,neg
2,0,0,1,0,0,0,0,0,0,0,5,0,4,0,1,0,5.2,4.4,5,neg
1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,4.5,3.5,2,neg
0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,1,0,4.0,3.33333333333,3,neg
2,0,2,0,0,1,0,0,0,0,0,1,0,1,0,1,0,4.0,3.0,4,neg
1,1,3,1,3,0,0,0,0,0,0,6,0,5,0,2,0,9.33333333333,8.66666666667,3,neg
0,0,2,0,0,0,1,0,0,0,0,3,1,1,0,1,0,5.33333333333,4.33333333333,3,neg
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3.0,2.5,2,neg
2,0,1,0,2,0,0,1,0,0,0,9,1,5,2,2,1,7.8,5.8,5,neg
0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,2.5,1.5,2,neg
2,0,0,0,0,0,1,0,0,0,0,7,0,4,0,2,0,7.66666666667,6.66666666667,3,neg
0,1,1,0,0,0,0,0,0,0,1,2,1,3,0,2,0,8.5,7.0,2,neg
0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,1,0,4.33333333333,3.33333333333,3,neg
1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,4.0,3.0,2,neg
0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,1,0,5.5,4.0,2,neg
1,0,0,2,1,0,1,2,0,0,0,9,0,1,0,1,0,15.0,11.0,2,neg
1,0,2,0,3,0,0,0,0,0,0,7,0,0,0,3,0,5.66666666667,4.66666666667,3,neg
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4.0,3.5,2,neg
0,0,1,2,1,0,2,0,0,0,0,10,2,4,0,2,7,10.6666666667,9.0,3,neg
0,0,1,0,1,0,0,0,0,0,0,5,4,0,0,1,1,7.33333333333,6.66666666667,3,neg
1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,4.0,3.33333333333,3,neg
1,0,0,1,0,0,1,0,0,0,0,5,1,0,0,1,0,6.0,5.0,2,neg
1,0,1,0,1,0,1,0,0,0,0,4,0,0,0,1,0,6.0,5.0,2,neg
1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,4.0,3.0,3,neg
0,0,1,1,0,0,1,0,0,0,0,2,0,3,0,1,0,8.5,7.5,2,neg
0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,6.66666666667,6.0,3,neg
3,0,1,2,0,0,0,0,0,0,0,3,0,1,0,1,0,10.0,9.5,2,neg
0,1,0,0,1,0,0,0,0,0,0,5,0,0,1,1,0,4.66666666667,3.66666666667,3,neg
2,0,1,0,0,0,0,0,0,0,0,3,1,1,0,1,0,10.0,9.0,2,neg
0,0,2,0,2,0,4,0,0,0,0,7,1,3,0,1,1,7.25,5.25,4,neg
0,1,1,0,0,0,0,0,0,0,0,7,0,2,0,1,0,6.75,5.75,4,neg
1,0,0,0,0,0,0,0,0,0,0,7,0,1,0,1,0,7.0,6.5,2,neg
2,0,2,2,4,0,1,0,0,0,0,4,1,3,0,2,0,15.5,14.0,2,neg
2,0,0,1,0,0,0,0,0,0,0,8,0,2,0,2,0,9.5,9.0,2,neg
0,0,0,0,0,0,1,0,0,0,0,6,0,0,1,1,0,5.33333333333,4.0,3,neg
3,0,0,1,0,1,1,0,0,0,1,6,0,3,1,1,1,10.6666666667,9.66666666667,3,neg
0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,3.0,2.5,2,neg
2,0,3,0,1,0,0,0,0,0,0,1,0,5,0,3,0,5.5,4.5,6,neg
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2.5,2.0,2,neg
0,2,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,5.0,4.5,2,neg
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,4.0,3.5,2,neg
2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3.66666666667,3.0,3,neg
1,0,2,1,0,0,0,0,0,0,0,3,1,1,0,1,1,4.0,3.25,4,neg
1,0,0,0,0,0,1,0,0,0,0,4,0,4,0,2,0,7.66666666667,6.33333333333,3,neg
0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,3.5,2.5,2,neg
5,0,0,1,1,0,2,0,0,0,0,4,0,2,0,1,0,8.25,6.75,4,neg
0,0,0,2,0,0,0,3,0,0,0,13,2,3,0,1,0,16.0,12.0,2,neg
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2.5,2.0,2,neg
0,0,0,0,2,0,1,0,0,0,0,10,1,1,0,1,0,8.33333333333,7.0,3,neg
0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,4.66666666667,3.66666666667,3,neg
2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,4,4.0,3.0,4,neg
1,0,1,0,0,0,1,0,0,0,0,3,0,2,0,2,2,7.66666666667,6.66666666667,3,neg
0,0,1,1,0,1,1,0,0,0,0,2,0,1,0,1,0,8.5,7.0,2,neg
2,0,0,0,0,0,0,0,0,0,0,6,0,1,0,1,0,13.0,12.5,2,neg
1,0,0,1,1,0,0,1,0,0,0,5,3,2,0,1,0,6.66666666667,5.33333333333,3,neg
4,0,0,0,1,0,0,0,0,0,1,3,0,6,0,3,0,13.5,12.5,2,neg
0,0,0,0,0,0,1,0,0,0,0,3,0,2,0,2,2,5.0,4.0,2,neg
3,0,0,1,0,0,1,0,0,0,0,4,0,1,0,1,0,5.75,4.5,4,neg
0,0,1,1,0,0,1,0,0,0,0,4,0,0,0,1,0,9.0,8.0,2,neg
2,0,0,0,0,0,0,0,0,0,0,6,0,1,0,1,0,6.66666666667,6.0,3,neg
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4.0,3.5,2,neg
0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,1,1,6.66666666667,6.0,3,neg
2,0,0,0,0,0,0,0,0,0,0,4,2,2,0,1,0,4.25,3.5,4,neg
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2.0,1.5,2,neg
3,0,0,0,0,0,0,0,0,0,3,2,1,2,0,1,0,6.66666666667,5.33333333333,3,neg
2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,7.5,7.0,2,neg
2,0,2,0,0,0,0,0,0,0,0,4,0,1,0,1,0,5.0,4.33333333333,3,neg
0,0,0,2,0,1,0,0,0,0,0,5,1,1,0,1,0,8.0,7.0,3,neg
0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,3.33333333333,2.66666666667,3,neg
0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,1,0,4.5,3.5,2,neg
1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,6.33333333333,5.33333333333,3,neg
2,0,0,0,0,0,1,0,0,0,1,8,2,1,0,1,0,15.0,13.0,2,neg
1,0,1,0,0,0,1,0,1,0,0,6,0,2,0,1,0,11.5,10.0,2,neg
0,2,0,0,0,0,0,0,1,0,0,1,1,2,0,1,0,5.0,3.66666666667,3,neg
1,0,0,1,0,0,0,2,0,0,0,7,3,1,0,1,0,8.33333333333,5.66666666667,3,neg
0,1,0,1,0,0,0,0,0,0,0,7,0,1,0,3,0,8.33333333333,7.33333333333,3,neg
2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,5.0,4.0,2,neg
3,0,0,0,1,0,0,0,0,0,0,7,0,5,0,2,0,8.33333333333,7.66666666667,3,neg
4,0,0,1,1,1,0,0,0,0,0,3,0,1,0,1,0,6.66666666667,6.0,3,neg
0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,4.0,3.0,3,neg
1,0,0,1,1,0,0,1,0,0,0,6,1,1,0,1,0,7.33333333333,5.66666666667,3,neg
0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,3.5,3.0,2,neg
3,0,0,1,0,0,0,0,0,0,1,5,0,4,0,1,1,5.6,4.6,5,neg
0,3,0,0,0,0,2,0,0,0,0,8,1,2,1,3,1,13.5,11.0,2,neg
0,2,0,1,0,0,0,0,0,0,0,5,0,1,0,1,0,7.0,6.33333333333,3,neg
1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,5.0,4.0,2,neg
0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,1,0,6.5,4.5,2,neg
2,0,4,0,4,0,1,0,0,0,0,8,0,2,0,1,0,15.5,13.5,2,neg
4,0,1,1,1,0,1,0,0,0,2,6,0,1,0,1,0,6.5,5.25,4,neg
1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,5.0,4.33333333333,3,neg
2,0,0,1,0,0,1,0,0,0,0,5,0,3,0,3,0,5.66666666667,4.33333333333,3,neg
3,0,0,0,2,0,0,0,1,0,1,7,0,1,1,1,0,7.66666666667,6.33333333333,3,neg
1,0,1,1,2,0,0,0,0,0,0,2,0,1,0,1,0,11.0,10.5,2,neg
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2.66666666667,2.0,3,neg
2,0,0,1,0,0,0,0,0,2,0,9,0,1,0,1,0,7.66666666667,6.33333333333,3,neg
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.5,2.0,2,neg
4,0,0,0,1,1,2,0,0,0,0,5,1,1,0,1,0,10.0,8.33333333333,3,neg
0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,1,0,3.5,2.5,2,neg
1,0,0,0,0,0,0,0,0,0,0,11,2,0,0,1,2,4.6,3.4,5,neg
0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,3,0,5.0,4.5,2,neg
0,1,1,0,0,0,0,0,0,0,0,1,0,3,0,1,0,5.5,5.0,2,neg
1,0,0,1,0,0,0,0,1,0,1,6,0,1,0,1,0,5.33333333333,4.33333333333,3,neg
2,0,0,1,1,0,0,0,1,0,0,4,0,2,0,1,0,10.0,8.5,2,neg
2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,5.66666666667,4.66666666667,3,neg
2,1,0,0,1,0,1,0,0,0,0,7,0,4,0,1,3,11.0,9.33333333333,3,neg
1,1,0,0,0,0,0,0,0,0,1,9,0,1,0,1,0,6.0,5.0,3,neg
1,0,1,1,3,0,0,0,2,0,0,4,3,3,0,2,1,9.66666666667,8.33333333333,3,neg
3,0,0,0,0,0,0,0,0,0,0,5,0,4,1,2,1,8.5,7.5,4,neg
0,2,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,7.0,6.0,2,neg
1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,2,1,4.5,3.75,4,neg
0,0,1,0,0,0,1,0,0,0,0,4,0,3,0,3,0,5.5,4.0,2,neg
0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,1,0,7.0,6.5,2,neg
2,0,2,0,0,0,1,0,0,0,0,3,0,1,0,1,0,7.33333333333,6.33333333333,3,neg
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,3.0,2.5,2,neg
1,0,0,0,0,0,1,0,0,0,0,3,1,1,0,1,0,7.5,6.5,2,neg
1,0,1,0,0,0,1,1,0,0,0,6,0,0,0,1,0,4.66666666667,3.33333333333,3,neg
0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,2,5.0,4.0,3,neg
0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,1,0,6.5,6.0,2,neg
0,1,0,0,0,0,1,0,0,0,0,4,1,2,0,1,0,9.0,7.0,2,neg
1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,0,4.33333333333,3.66666666667,3,neg
2,1,0,0,0,0,0,0,0,0,0,7,1,1,0,3,4,3.75,3.0,4,neg
2,1,0,1,0,0,0,0,0,0,0,10,0,0,0,2,0,11.0,10.5,2,neg
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,3.5,2.5,2,neg
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,4.5,4.0,2,neg
2,0,1,0,0,0,0,0,0,0,0,2,0,2,1,1,0,8.33333333333,7.33333333333,3,neg
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3.0,2.0,2,neg
3,1,0,1,0,0,0,1,0,0,0,8,0,0,0,2,0,5.25,3.75,4,neg
0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,5.0,4.0,2,neg
1,0,1,0,0,0,1,0,0,2,1,11,1,3,0,3,0,7.25,5.75,4,neg
2,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,5.33333333333,4.33333333333,3,neg
1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,4.66666666667,4.0,3,neg
0,0,1,0,0,1,1,0,0,0,0,5,0,1,0,1,0,10.5,9.0,2,neg
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2.5,1.5,2,neg
0,0,0,1,0,0,1,0,0,0,0,4,0,3,0,2,0,5.33333333333,4.33333333333,3,neg
1,1,0,0,0,0,0,0,0,0,1,8,1,1,0,2,1,3.375,2.375,8,neg
0,0,0,1,2,2,0,0,0,0,0,7,1,2,1,1,0,8.33333333333,7.33333333333,3,neg
3,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,4.0,3.33333333333,3,neg
1,0,0,0,0,0,1,0,0,0,0,3,1,0,0,1,0,5.66666666667,4.66666666667,3,neg
0,0,1,1,1,0,1,1,0,0,0,6,0,3,1,1,0,10.0,8.33333333333,3,neg
6,0,0,2,4,2,0,1,0,0,0,4,0,2,0,2,0,16.0,14.5,2,neg
0,0,1,0,0,0,0,0,0,0,0,3,0,4,0,1,0,7.0,6.0,2,neg
3,0,0,1,0,1,0,0,0,2,0,11,0,3,0,1,0,16.0,14.5,2,neg
2,0,0,0,1,0,2,0,0,0,0,7,4,2,0,2,2,16.0,14.0,2,neg
0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,1,0,4.5,3.5,2,neg
0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,3.5,3.0,2,neg
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,3.0,2.5,2,neg
1,0,0,1,0,1,0,1,0,0,1,4,0,0,0,1,0,7.0,5.0,3,neg
0,0,0,0,0,0,0,1,0,0,0,6,2,0,0,1,0,6.5,5.0,2,neg
1,0,1,0,0,0,0,0,0,0,0,3,0,3,0,2,0,5.5,5.0,2,neg
3,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,6.5,6.0,2,neg
2,1,0,0,0,0,0,0,0,0,0,8,0,0,1,2,7,3.14285714286,2.28571428571,7,neg
0,0,0,2,0,0,2,0,0,0,1,5,0,0,0,1,0,5.33333333333,4.0,3,neg
1,0,0,0,0,0,1,0,0,0,0,2,0,2,0,1,0,3.66666666667,2.66666666667,3,neg
1,0,1,0,0,0,0,0,0,0,0,3,0,1,0,1,0,7.5,7.0,2,neg
0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,3,3.33333333333,2.0,3,neg
1,0,0,0,0,0,0,0,2,0,0,6,2,2,1,1,0,9.33333333333,7.66666666667,3,neg
0,1,0,0,0,1,1,0,1,0,0,5,0,1,0,1,0,6.33333333333,5.0,3,neg
1,0,1,2,0,0,1,2,0,0,0,8,0,1,0,2,0,13.0,10.0,2,neg
1,0,0,2,0,0,0,0,0,0,0,3,3,1,0,1,0,6.66666666667,6.0,3,neg
0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,3.5,2.5,2,neg
1,0,1,0,0,0,1,0,0,1,0,7,1,1,0,1,0,14.0,12.0,2,neg
3,0,1,0,0,0,0,0,0,0,0,2,0,2,0,1,0,5.66666666667,4.66666666667,3,neg
2,0,0,0,0,0,0,0,1,0,0,6,0,1,0,1,0,10.0,9.0,2,neg
0,0,1,0,0,1,0,0,1,0,0,5,1,0,0,1,0,7.66666666667,6.66666666667,3,neg
2,0,2,0,1,0,1,1,0,0,0,9,1,1,0,1,1,10.3333333333,9.0,3,neg
0,2,0,1,0,0,0,1,0,0,0,8,0,2,1,4,3,13.0,11.0,2,neg
0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,1,0,5.0,4.5,2,neg
1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,3.0,2.33333333333,3,neg
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3.0,2.5,2,neg
1,0,2,2,1,0,0,1,0,0,0,9,2,1,0,1,1,10.3333333333,8.66666666667,3,neg
0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,1,5.0,4.0,2,neg
2,0,1,0,0,0,1,0,0,0,0,3,0,0,1,1,0,5.5,4.25,4,neg
2,0,2,0,1,0,1,0,0,0,1,7,1,1,0,1,1,10.0,8.66666666667,3,neg
0,0,1,1,3,0,2,0,0,0,0,6,2,0,0,1,0,15.0,12.5,2,neg
0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,5.5,5.0,2,neg
2,0,2,2,0,0,0,0,1,0,0,10,0,1,0,1,0,8.66666666667,7.33333333333,3,neg
2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,6.0,5.5,2,neg
0,0,1,0,0,0,0,0,0,0,0,2,2,1,1,1,0,6.5,6.0,2,neg
1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,1,3.75,3.0,4,neg
2,0,0,1,1,0,0,0,0,0,0,7,0,3,1,2,0,10.5,9.5,2,neg
2,0,1,0,0,0,0,1,1,0,0,4,0,2,0,1,0,6.33333333333,5.0,3,neg
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.5,2.0,2,neg
1,0,1,0,1,0,0,0,0,0,0,3,0,1,0,1,0,4.33333333333,3.33333333333,3,neg
3,1,1,2,2,0,1,0,0,0,0,3,0,2,1,1,0,9.33333333333,8.33333333333,3,neg
0,0,0,0,0,0,0,0,0,0,2,3,2,1,0,1,0,9.0,6.0,2,neg
0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,3.0,2.0,2,neg
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,4.5,3.5,2,neg
0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,4.0,3.0,2,neg
0,0,0,1,4,0,0,0,0,0,1,5,0,4,0,1,0,13.5,12.0,2,neg
1,1,0,0,1,0,1,0,0,0,0,15,0,2,0,2,0,6.0,4.8,5,neg
2,0,0,0,0,0,0,0,0,0,0,5,1,2,0,1,0,12.0,10.0,2,neg
1,0,0,0,2,0,0,0,0,1,1,7,0,1,1,1,0,7.0,5.75,4,neg
2,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,8.5,7.0,2,neg
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3.0,2.5,2,neg
2,0,1,0,1,0,0,0,0,0,2,4,2,1,0,1,0,4.0,3.0,6,neg
1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,3.33333333333,2.66666666667,3,neg
1,0,2,1,1,0,0,0,0,0,0,5,0,2,0,1,0,6.33333333333,5.33333333333,3,neg
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,4.0,3.0,2,neg
1,0,0,1,0,0,0,0,0,0,0,6,0,2,1,1,0,9.5,8.5,2,neg
0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,4.0,3.33333333333,3,neg
3,1,1,1,0,0,1,0,0,0,0,4,0,1,1,1,0,7.66666666667,6.33333333333,3,neg
0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,4.5,4.0,2,neg
0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,4.0,3.5,2,neg
1,0,0,3,0,0,0,0,0,0,0,8,0,2,0,2,0,6.2,5.2,5,neg
1,0,1,0,0,1,1,0,0,0,0,7,0,3,0,1,6,6.25,5.0,4,neg
1,2,0,0,0,0,1,0,0,0,0,1,1,3,0,1,0,8.0,6.5,2,neg
1,0,0,0,0,0,0,0,0,2,0,2,0,1,0,1,0,5.0,3.66666666667,3,neg
0,0,0,1,1,0,2,0,0,0,0,5,0,3,0,1,0,13.0,11.5,2,neg
0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,4.0,3.5,2,neg
1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,5.5,5.0,2,neg
0,0,1,0,0,0,1,0,0,0,0,3,0,1,0,1,0,7.5,6.5,2,neg
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,4.0,3.5,2,neg
2,0,2,1,1,0,1,0,0,0,0,6,1,2,1,1,1,6.75,5.75,4,neg
1,0,0,1,0,0,0,0,0,0,0,6,0,0,0,1,0,7.5,6.5,2,neg
3,1,3,0,0,0,2,0,0,0,1,10,0,3,1,2,0,9.25,7.75,4,neg
1,0,0,1,3,0,0,1,0,0,0,5,0,3,0,1,0,6.5,5.25,4,neg
1,0,0,1,0,0,1,0,0,0,0,3,0,1,0,1,0,5.0,4.0,3,neg
5,0,1,1,1,0,1,0,0,0,0,5,0,2,1,1,0,10.0,9.0,2,neg
1,0,0,0,0,0,1,1,0,0,1,3,0,1,1,1,0,4.0,2.5,4,neg
1,0,0,0,2,0,0,0,0,0,1,4,0,1,1,1,0,9.0,7.5,2,neg
0,0,0,1,0,0,1,0,1,0,0,3,4,2,0,1,0,9.5,8.0,2,neg
1,0,0,0,0,1,0,0,0,0,1,5,0,1,0,1,1,10.0,9.0,2,neg
3,1,0,0,1,0,0,0,0,0,0,7,0,1,0,1,0,5.0,4.0,5,neg
0,0,1,2,2,0,2,0,0,3,0,11,0,1,0,1,0,18.0,13.5,2,neg
3,0,1,0,0,0,1,0,0,0,0,8,0,1,0,1,0,9.66666666667,8.66666666667,3,neg
3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,6.0,5.5,2,neg
1,0,0,1,2,0,0,0,0,0,1,3,0,0,0,1,0,4.0,3.33333333333,3,neg
0,0,0,1,1,0,0,0,0,0,0,5,0,1,0,1,0,6.66666666667,5.66666666667,3,neg
2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,4.66666666667,3.66666666667,3,neg
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3.0,2.5,2,neg
1,0,1,0,1,0,0,0,1,0,0,4,0,2,0,1,0,6.0,4.8,5,neg
2,2,0,1,0,0,0,0,0,0,0,5,0,0,2,1,0,10.6666666667,10.0,3,neg
1,0,0,0,1,0,0,0,0,0,0,5,0,2,0,1,0,6.66666666667,6.0,3,neg
3,0,0,0,1,0,1,0,0,0,0,8,0,3,0,1,0,10.0,8.66666666667,3,neg
3,0,1,1,2,0,0,0,0,0,0,2,0,1,1,1,0,8.5,8.0,2,neg
2,0,1,1,1,0,1,0,0,0,0,6,0,4,0,1,0,6.2,5.2,5,neg
1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,1,0,7.0,6.5,2,neg
4,0,0,2,0,0,0,1,0,0,0,9,0,1,1,1,0,6.75,5.0,4,neg
3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,9.0,8.0,2,neg
2,0,0,1,1,1,0,0,0,0,0,5,1,1,0,1,0,5.8,4.8,5,neg
1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,6.0,5.5,2,neg
1,0,0,1,0,0,0,0,0,0,0,6,0,1,0,1,1,4.2,3.2,5,neg
1,0,0,0,1,0,0,0,0,0,0,1,0,3,0,2,1,4.0,3.33333333333,3,neg
0,0,0,1,1,0,0,1,1,0,0,9,1,2,0,1,1,10.6666666667,8.66666666667,3,neg
3,0,2,2,1,0,0,0,0,0,0,8,0,2,0,1,0,5.8,5.0,5,neg
0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,3.5,2.0,2,neg
2,1,0,1,0,0,2,1,0,0,0,10,3,1,0,2,1,6.2,4.4,5,neg
2,0,0,1,0,0,0,1,0,0,0,5,0,2,0,1,0,10.0,9.0,2,neg
0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,3.66666666667,2.66666666667,3,neg
2,2,1,0,1,0,0,0,0,0,0,7,0,4,1,1,0,7.5,6.5,4,neg
3,0,0,0,0,0,0,0,0,0,0,10,0,1,2,1,0,10.0,9.0,3,neg
1,0,0,4,4,0,0,0,0,0,1,4,0,0,0,1,0,8.0,7.0,3,neg
4,0,0,1,0,2,0,0,0,0,0,4,0,2,0,2,1,6.4,5.4,5,neg
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.0,2.5,2,neg
2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,6.0,5.5,2,neg
1,0,0,0,2,0,0,0,0,0,0,1,1,3,0,2,0,5.0,4.0,3,neg
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,4.0,3.0,2,neg
1,1,0,0,0,0,1,0,0,0,0,6,0,1,1,1,0,7.66666666667,5.66666666667,3,neg
1,1,0,0,1,0,1,0,0,0,0,16,0,2,0,2,0,6.2,5.0,5,neg
